nome,p_normalizacao,p_topo,p_topo_shape,p_OtrainEpochs,p_O_radius,p_OlearningRate,p_OLR_Type,p_FtrainEpochs,p_F_radius,p_FlearningRate,p_FLR_Type,mqe,tge,cbe,obs

